NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_SPECIES_GO:1902093_POSITIVE_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	6		Rejected!	
GOBP_SPECIES_GO:1902099_REGULATION_OF_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	69	46		
GOBP_SPECIES_GO:1902100_NEGATIVE_REGULATION_OF_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	23	15		
GOBP_SPECIES_GO:1902101_POSITIVE_REGULATION_OF_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	35	22		
GOBP_SPECIES_GO:1902108_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:1902110_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:1902115_REGULATION_OF_ORGANELLE_ASSEMBLY	85	50		
GOBP_SPECIES_GO:1902116_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	2		Rejected!	
GOBP_SPECIES_GO:1902117_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	33		Rejected!	
GOBP_SPECIES_GO:1902165_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE_BY_P53_CLASS_MEDIATOR	15		Rejected!	
GOBP_SPECIES_GO:1902166_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE_BY_P53_CLASS_MEDIATOR	13		Rejected!	
GOBP_SPECIES_GO:1902167_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE_BY_P53_CLASS_MEDIATOR	2		Rejected!	
GOBP_SPECIES_GO:1902221_ERYTHROSE_4-PHOSPHATE/PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	22	20		
GOBP_SPECIES_GO:1902222_ERYTHROSE_4-PHOSPHATE/PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	22	20		
GOBP_SPECIES_GO:1902224_KETONE_BODY_METABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:1902229_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE	15		Rejected!	
GOBP_SPECIES_GO:1902230_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE	13		Rejected!	
GOBP_SPECIES_GO:1902231_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_D_DAMAGE	2		Rejected!	
GOBP_SPECIES_GO:1902235_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS-INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_SPECIES_GO:1902236_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS-INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_SPECIES_GO:1902253_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	15		Rejected!	
GOBP_SPECIES_GO:1902254_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	13		Rejected!	
GOBP_SPECIES_GO:1902255_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	2		Rejected!	
GOBP_SPECIES_GO:1902275_REGULATION_OF_CHROMATIN_ORGANIZATION	73	41		
GOBP_SPECIES_GO:1902284_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	43	28		
GOBP_SPECIES_GO:1902285_SEMAPHORIN-PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	3		Rejected!	
GOBP_SPECIES_GO:1902287_SEMAPHORIN-PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_AXON_GUIDANCE	3		Rejected!	
GOBP_SPECIES_GO:1902292_CELL_CYCLE_D_REPLICATION_INITIATION	12		Rejected!	
GOBP_SPECIES_GO:1902298_CELL_CYCLE_D_REPLICATION_MAINTENANCE_OF_FIDELITY	2		Rejected!	
GOBP_SPECIES_GO:1902305_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	28	17		
GOBP_SPECIES_GO:1902306_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	14		Rejected!	
GOBP_SPECIES_GO:1902307_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_SPECIES_GO:1902315_NUCLEAR_CELL_CYCLE_D_REPLICATION_INITIATION	12		Rejected!	
GOBP_SPECIES_GO:1902321_METHYL-BRANCHED_FATTY_ACID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:1902337_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	4		Rejected!	
GOBP_SPECIES_GO:1902339_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	4		Rejected!	
GOBP_SPECIES_GO:1902356_OXALOACETATE(2-)_TRANSMEMBRANE_TRANSPORT	12		Rejected!	
GOBP_SPECIES_GO:1902358_SULFATE_TRANSMEMBRANE_TRANSPORT	39	24		
GOBP_SPECIES_GO:1902369_NEGATIVE_REGULATION_OF_R_CATABOLIC_PROCESS	15		Rejected!	
GOBP_SPECIES_GO:1902370_REGULATION_OF_TR_CATABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:1902371_NEGATIVE_REGULATION_OF_TR_CATABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:1902373_NEGATIVE_REGULATION_OF_MR_CATABOLIC_PROCESS	11		Rejected!	
GOBP_SPECIES_GO:1902380_POSITIVE_REGULATION_OF_ENDORIBONUCLEASE_ACTIVITY	2		Rejected!	
GOBP_SPECIES_GO:1902389_CERAMIDE_1-PHOSPHATE_TRANSPORT	4		Rejected!	
GOBP_SPECIES_GO:1902407_ASSEMBLY_OF_ACTOMYOSIN_APPARATUS_INVOLVED_IN_MITOTIC_CYTOKINESIS	17		Rejected!	
GOBP_SPECIES_GO:1902410_MITOTIC_CYTOKINETIC_PROCESS	45	25		
GOBP_SPECIES_GO:1902414_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	50	25		
GOBP_SPECIES_GO:1902445_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_PROGRAMMED_NECROTIC_CELL_DEATH	2		Rejected!	
GOBP_SPECIES_GO:1902455_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	2		Rejected!	
GOBP_SPECIES_GO:1902459_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	2		Rejected!	
GOBP_SPECIES_GO:1902463_PROTEIN_LOCALIZATION_TO_CELL_LEADING_EDGE	5		Rejected!	
GOBP_SPECIES_GO:1902464_REGULATION_OF_HISTONE_H3-K27_TRIMETHYLATION	3		Rejected!	
GOBP_SPECIES_GO:1902465_NEGATIVE_REGULATION_OF_HISTONE_H3-K27_TRIMETHYLATION	3		Rejected!	
GOBP_SPECIES_GO:1902473_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	7		Rejected!	
GOBP_SPECIES_GO:1902475_L-ALPHA-AMINO_ACID_TRANSMEMBRANE_TRANSPORT	101	69		
GOBP_SPECIES_GO:1902476_CHLORIDE_TRANSMEMBRANE_TRANSPORT	105	33		
GOBP_SPECIES_GO:1902497_IRON-SULFUR_CLUSTER_TRANSMEMBRANE_TRANSPORT	4		Rejected!	
GOBP_SPECIES_GO:1902513_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	2		Rejected!	
GOBP_SPECIES_GO:1902531_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	929		Rejected!	
GOBP_SPECIES_GO:1902532_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	379	233		
GOBP_SPECIES_GO:1902533_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	497	259		
GOBP_SPECIES_GO:1902559_3	7		Rejected!	
GOBP_SPECIES_GO:1902571_REGULATION_OF_SERINE-TYPE_PEPTIDASE_ACTIVITY	5		Rejected!	
GOBP_SPECIES_GO:1902572_NEGATIVE_REGULATION_OF_SERINE-TYPE_PEPTIDASE_ACTIVITY	2		Rejected!	
GOBP_SPECIES_GO:1902573_POSITIVE_REGULATION_OF_SERINE-TYPE_PEPTIDASE_ACTIVITY	3		Rejected!	
GOBP_SPECIES_GO:1902600_PROTON_TRANSMEMBRANE_TRANSPORT	117	86		
GOBP_SPECIES_GO:1902603_CARNITINE_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_SPECIES_GO:1902615_IMMUNE_RESPONSE_INVOLVED_IN_RESPONSE_TO_EXOGENOUS_DSR	6		Rejected!	
GOBP_SPECIES_GO:1902616_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_SPECIES_GO:1902652_SECONDARY_ALCOHOL_METABOLIC_PROCESS	84	42		
GOBP_SPECIES_GO:1902653_SECONDARY_ALCOHOL_BIOSYNTHETIC_PROCESS	39	21		
GOBP_SPECIES_GO:1902656_CALCIUM_ION_IMPORT_INTO_CYTOSOL	19		Rejected!	
GOBP_SPECIES_GO:1902667_REGULATION_OF_AXON_GUIDANCE	90	49		
GOBP_SPECIES_GO:1902669_POSITIVE_REGULATION_OF_AXON_GUIDANCE	57	25		
GOBP_SPECIES_GO:1902679_NEGATIVE_REGULATION_OF_R_BIOSYNTHETIC_PROCESS	777	433		
GOBP_SPECIES_GO:1902680_POSITIVE_REGULATION_OF_R_BIOSYNTHETIC_PROCESS	1082		Rejected!	
GOBP_SPECIES_GO:1902683_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	14		Rejected!	
GOBP_SPECIES_GO:1902685_POSITIVE_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	7		Rejected!	
GOBP_SPECIES_GO:1902686_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_PROGRAMMED_CELL_DEATH	9		Rejected!	
GOBP_SPECIES_GO:1902692_REGULATION_OF_NEUROBLAST_PROLIFERATION	138	69		
GOBP_SPECIES_GO:1902742_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	60	38		
GOBP_SPECIES_GO:1902743_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	68	33		
GOBP_SPECIES_GO:1902744_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	16		Rejected!	
GOBP_SPECIES_GO:1902745_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	42	24		
GOBP_SPECIES_GO:1902749_REGULATION_OF_CELL_CYCLE_G2/M_PHASE_TRANSITION	70	47		
GOBP_SPECIES_GO:1902750_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2/M_PHASE_TRANSITION	46	31		
GOBP_SPECIES_GO:1902751_POSITIVE_REGULATION_OF_CELL_CYCLE_G2/M_PHASE_TRANSITION	4		Rejected!	
GOBP_SPECIES_GO:1902769_REGULATION_OF_CHOLINE_O-ACETYLTRANSFERASE_ACTIVITY	3		Rejected!	
GOBP_SPECIES_GO:1902774_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	4		Rejected!	
GOBP_SPECIES_GO:1902775_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT_ASSEMBLY	5		Rejected!	
GOBP_SPECIES_GO:1902803_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	2		Rejected!	
GOBP_SPECIES_GO:1902805_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	2		Rejected!	
GOBP_SPECIES_GO:1902806_REGULATION_OF_CELL_CYCLE_G1/S_PHASE_TRANSITION	75	43		
GOBP_SPECIES_GO:1902807_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1/S_PHASE_TRANSITION	48	25		
GOBP_SPECIES_GO:1902808_POSITIVE_REGULATION_OF_CELL_CYCLE_G1/S_PHASE_TRANSITION	25	16		
GOBP_SPECIES_GO:1902841_REGULATION_OF_NETRIN-ACTIVATED_SIGNALING_PATHWAY	5		Rejected!	
GOBP_SPECIES_GO:1902843_POSITIVE_REGULATION_OF_NETRIN-ACTIVATED_SIGNALING_PATHWAY	5		Rejected!	
GOBP_SPECIES_GO:1902846_POSITIVE_REGULATION_OF_MITOTIC_SPINDLE_ELONGATION	5		Rejected!	
GOBP_SPECIES_GO:1902847_REGULATION_OF_NEURONAL_SIGNAL_TRANSDUCTION	9		Rejected!	
GOBP_SPECIES_GO:1902848_NEGATIVE_REGULATION_OF_NEURONAL_SIGNAL_TRANSDUCTION	9		Rejected!	
GOBP_SPECIES_GO:1902850_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	201	125		
GOBP_SPECIES_GO:1902875_REGULATION_OF_EMBRYONIC_PATTERN_SPECIFICATION	4		Rejected!	
GOBP_SPECIES_GO:1902882_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	24	18		
GOBP_SPECIES_GO:1902883_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	4		Rejected!	
GOBP_SPECIES_GO:1902884_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	3		Rejected!	
GOBP_SPECIES_GO:1902889_PROTEIN_LOCALIZATION_TO_SPINDLE_MICROTUBULE	2		Rejected!	
GOBP_SPECIES_GO:1902903_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	336	166		
GOBP_SPECIES_GO:1902904_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	97	48		
GOBP_SPECIES_GO:1902905_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	137	61		
GOBP_SPECIES_GO:1902914_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	4		Rejected!	
GOBP_SPECIES_GO:1902915_NEGATIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	4		Rejected!	
GOBP_SPECIES_GO:1902930_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:1902946_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	18		Rejected!	
GOBP_SPECIES_GO:1902965_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	5		Rejected!	
GOBP_SPECIES_GO:1902966_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	5		Rejected!	
GOBP_SPECIES_GO:1902969_MITOTIC_D_REPLICATION	25	22		
GOBP_SPECIES_GO:1902975_MITOTIC_D_REPLICATION_INITIATION	12		Rejected!	
GOBP_SPECIES_GO:1903008_ORGANELLE_DISASSEMBLY	88	63		
GOBP_SPECIES_GO:1903018_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	14		Rejected!	
GOBP_SPECIES_GO:1903020_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:1903034_REGULATION_OF_RESPONSE_TO_WOUNDING	111	59		
GOBP_SPECIES_GO:1903035_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	23		Rejected!	
GOBP_SPECIES_GO:1903036_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	92	48		
GOBP_SPECIES_GO:1903040_EXON-EXON_JUNCTION_COMPLEX_ASSEMBLY	7		Rejected!	
GOBP_SPECIES_GO:1903046_MEIOTIC_CELL_CYCLE_PROCESS	453	267		
GOBP_SPECIES_GO:1903047_MITOTIC_CELL_CYCLE_PROCESS	714	453		
GOBP_SPECIES_GO:1903048_REGULATION_OF_ACETYLCHOLINE-GATED_CATION_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_SPECIES_GO:1903049_NEGATIVE_REGULATION_OF_ACETYLCHOLINE-GATED_CATION_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_SPECIES_GO:1903050_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	274	194		
GOBP_SPECIES_GO:1903051_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	30	17		
GOBP_SPECIES_GO:1903052_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	237	171		
GOBP_SPECIES_GO:1903053_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	55	32		
GOBP_SPECIES_GO:1903054_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	10		Rejected!	
GOBP_SPECIES_GO:1903055_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	14		Rejected!	
GOBP_SPECIES_GO:1903059_REGULATION_OF_PROTEIN_LIPIDATION	3		Rejected!	
GOBP_SPECIES_GO:1903061_POSITIVE_REGULATION_OF_PROTEIN_LIPIDATION	3		Rejected!	
GOBP_SPECIES_GO:1903076_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	26	18		
GOBP_SPECIES_GO:1903078_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	25	17		
GOBP_SPECIES_GO:1903083_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME	29	22		
GOBP_SPECIES_GO:1903093_REGULATION_OF_PROTEIN_K48-LINKED_DEUBIQUITINATION	5		Rejected!	
GOBP_SPECIES_GO:1903094_NEGATIVE_REGULATION_OF_PROTEIN_K48-LINKED_DEUBIQUITINATION	5		Rejected!	
GOBP_SPECIES_GO:1903108_REGULATION_OF_MITOCHONDRIAL_TRANSCRIPTION	5		Rejected!	
GOBP_SPECIES_GO:1903115_REGULATION_OF_ACTIN_FILAMENT-BASED_MOVEMENT	9		Rejected!	
GOBP_SPECIES_GO:1903116_POSITIVE_REGULATION_OF_ACTIN_FILAMENT-BASED_MOVEMENT	9		Rejected!	
GOBP_SPECIES_GO:1903119_PROTEIN_LOCALIZATION_TO_ACTIN_CYTOSKELETON	3		Rejected!	
GOBP_SPECIES_GO:1903146_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	23	19		
GOBP_SPECIES_GO:1903169_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	17		Rejected!	
GOBP_SPECIES_GO:1903170_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_SPECIES_GO:1903201_REGULATION_OF_OXIDATIVE_STRESS-INDUCED_CELL_DEATH	5		Rejected!	
GOBP_SPECIES_GO:1903202_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS-INDUCED_CELL_DEATH	5		Rejected!	
GOBP_SPECIES_GO:1903203_REGULATION_OF_OXIDATIVE_STRESS-INDUCED_NEURON_DEATH	4		Rejected!	
GOBP_SPECIES_GO:1903204_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS-INDUCED_NEURON_DEATH	4		Rejected!	
GOBP_SPECIES_GO:1903218_REGULATION_OF_MALATE_DEHYDROGENASE_(DECARBOXYLATING)_(DP+)_ACTIVITY	8		Rejected!	
GOBP_SPECIES_GO:1903220_POSITIVE_REGULATION_OF_MALATE_DEHYDROGENASE_(DECARBOXYLATING)_(DP+)_ACTIVITY	8		Rejected!	
GOBP_SPECIES_GO:1903232_MELANOSOME_ASSEMBLY	6		Rejected!	
GOBP_SPECIES_GO:1903265_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR-MEDIATED_SIGNALING_PATHWAY	32	22		
GOBP_SPECIES_GO:1903292_PROTEIN_LOCALIZATION_TO_GOLGI_MEMBRANE	18		Rejected!	
GOBP_SPECIES_GO:1903294_REGULATION_OF_GLUTAMATE_SECRETION,_NEUROTRANSMISSION	17		Rejected!	
GOBP_SPECIES_GO:1903296_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION,_NEUROTRANSMISSION	12		Rejected!	
GOBP_SPECIES_GO:1903305_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	46	31		
GOBP_SPECIES_GO:1903306_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	25	17		
GOBP_SPECIES_GO:1903307_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	4		Rejected!	
GOBP_SPECIES_GO:1903311_REGULATION_OF_MR_METABOLIC_PROCESS	376	202		
GOBP_SPECIES_GO:1903312_NEGATIVE_REGULATION_OF_MR_METABOLIC_PROCESS	32	17		
GOBP_SPECIES_GO:1903313_POSITIVE_REGULATION_OF_MR_METABOLIC_PROCESS	112	57		
GOBP_SPECIES_GO:1903317_REGULATION_OF_PROTEIN_MATURATION	16		Rejected!	
GOBP_SPECIES_GO:1903318_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	9		Rejected!	
GOBP_SPECIES_GO:1903319_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	3		Rejected!	
GOBP_SPECIES_GO:1903320_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	94	50		
GOBP_SPECIES_GO:1903321_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	34	15		
GOBP_SPECIES_GO:1903322_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	51	29		
GOBP_SPECIES_GO:1903326_REGULATION_OF_TR_METABOLIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:1903327_NEGATIVE_REGULATION_OF_TR_METABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:1903332_REGULATION_OF_PROTEIN_FOLDING	9		Rejected!	
GOBP_SPECIES_GO:1903333_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING	3		Rejected!	
GOBP_SPECIES_GO:1903334_POSITIVE_REGULATION_OF_PROTEIN_FOLDING	6		Rejected!	
GOBP_SPECIES_GO:1903344_REGULATION_OF_PROTEIN_POLYGLYCYLATION	3		Rejected!	
GOBP_SPECIES_GO:1903346_POSITIVE_REGULATION_OF_PROTEIN_POLYGLYCYLATION	3		Rejected!	
GOBP_SPECIES_GO:1903350_RESPONSE_TO_DOPAMINE	58	41		
GOBP_SPECIES_GO:1903351_CELLULAR_RESPONSE_TO_DOPAMINE	58	41		
GOBP_SPECIES_GO:1903352_L-ORNITHINE_TRANSMEMBRANE_TRANSPORT	21		Rejected!	
GOBP_SPECIES_GO:1903358_REGULATION_OF_GOLGI_ORGANIZATION	9		Rejected!	
GOBP_SPECIES_GO:1903361_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	2		Rejected!	
GOBP_SPECIES_GO:1903362_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	278	195		
GOBP_SPECIES_GO:1903363_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	30	17		
GOBP_SPECIES_GO:1903364_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	241	172		
GOBP_SPECIES_GO:1903385_REGULATION_OF_HOMOPHILIC_CELL_ADHESION	9		Rejected!	
GOBP_SPECIES_GO:1903386_NEGATIVE_REGULATION_OF_HOMOPHILIC_CELL_ADHESION	8		Rejected!	
GOBP_SPECIES_GO:1903391_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	34		Rejected!	
GOBP_SPECIES_GO:1903392_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	6		Rejected!	
GOBP_SPECIES_GO:1903401_L-LYSINE_TRANSMEMBRANE_TRANSPORT	12		Rejected!	
GOBP_SPECIES_GO:1903406_REGULATION_OF_P-TYPE_SODIUM:POTASSIUM-EXCHANGING_TRANSPORTER_ACTIVITY	7		Rejected!	
GOBP_SPECIES_GO:1903408_POSITIVE_REGULATION_OF_P-TYPE_SODIUM:POTASSIUM-EXCHANGING_TRANSPORTER_ACTIVITY	7		Rejected!	
GOBP_SPECIES_GO:1903409_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:1903421_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	35	17		
GOBP_SPECIES_GO:1903423_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	21		Rejected!	
GOBP_SPECIES_GO:1903426_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:1903427_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:1903429_REGULATION_OF_CELL_MATURATION	79	47		
GOBP_SPECIES_GO:1903431_POSITIVE_REGULATION_OF_CELL_MATURATION	78	46		
GOBP_SPECIES_GO:1903432_REGULATION_OF_TORC1_SIGNALING	67	47		
GOBP_SPECIES_GO:1903461_OKAZAKI_FRAGMENT_PROCESSING_INVOLVED_IN_MITOTIC_D_REPLICATION	6		Rejected!	
GOBP_SPECIES_GO:1903475_MITOTIC_ACTOMYOSIN_CONTRACTILE_RING_ASSEMBLY	17		Rejected!	
GOBP_SPECIES_GO:1903504_REGULATION_OF_MITOTIC_SPINDLE_CHECKPOINT	8		Rejected!	
GOBP_SPECIES_GO:1903506_REGULATION_OF_NUCLEIC_ACID-TEMPLATED_TRANSCRIPTION	2051		Rejected!	
GOBP_SPECIES_GO:1903507_NEGATIVE_REGULATION_OF_NUCLEIC_ACID-TEMPLATED_TRANSCRIPTION	777	433		
GOBP_SPECIES_GO:1903508_POSITIVE_REGULATION_OF_NUCLEIC_ACID-TEMPLATED_TRANSCRIPTION	1082		Rejected!	
GOBP_SPECIES_GO:1903509_LIPOSACCHARIDE_METABOLIC_PROCESS	79	69		
GOBP_SPECIES_GO:1903510_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	16		Rejected!	
GOBP_SPECIES_GO:1903515_CALCIUM_ION_TRANSPORT_FROM_CYTOSOL_TO_ENDOPLASMIC_RETICULUM	6		Rejected!	
GOBP_SPECIES_GO:1903522_REGULATION_OF_BLOOD_CIRCULATION	89	49		
GOBP_SPECIES_GO:1903523_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	5		Rejected!	
GOBP_SPECIES_GO:1903524_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	15		Rejected!	
GOBP_SPECIES_GO:1903530_REGULATION_OF_SECRETION_BY_CELL	301	184		
